,job_title,company_name,job_type,work_mode
1422,Social Media Specialist,"Badr City, Cairo, Egypt",Full Time,On-site
1423,Forwarding Operations coordinator - Beni suef office,"Beni Suef, Egypt",Full Time,On-site
1424,Senior Electrical Technical Office Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
1425,CEO Executive Assistant,"Nasr City, Cairo, Egypt",Full Time,On-site
1426,Airline Ticket Reservation Staff,"Tripoli, Libya",Full Time,On-site
1427,Senior Internal Auditor,"Obour City, Cairo, Egypt",Full Time,On-site
1428,Social Media Specialist,"6th of October, Giza, Egypt",Full Time,On-site
1429,Operation Technical Specialist - Nasr City,"Nasr City, Cairo, Egypt",Full Time,On-site
1430,MRP Engineer,"Obour City, Cairo, Egypt",Full Time,On-site
1431,HSE Officer,"New Cairo, Cairo, Egypt",Full Time,On-site
1432,Sales Representative,"New Cairo, Cairo, Egypt",Full Time,On-site
1433,Area Sales Manager Food & Beverage,"Baghdad, Iraq",Full Time,On-site
1434,Sales Coordinator,"New Cairo, Cairo, Egypt",Full Time,On-site
1435,Recruiter- (Work from home),"Alexandria, Egypt",Full Time,On-site
1436,Sales Manager,"Nasr City, Cairo, Egypt",Full Time,On-site
1437,Financial Manager,"Giza, Giza, Egypt",Full Time,On-site
1438,Senior ICT Engineer,"Cairo, Egypt",Full Time,On-site
1439,Sr. Social Media Specialist,"Maadi, Cairo, Egypt",Full Time,On-site
1440,Export Sales Representative,"Obour City, Cairo, Egypt",Full Time,On-site
1441,Quality Agent (Outsource).,"New Cairo, Cairo, Egypt",Full Time,On-site
1442,R&D Engineer,"6th of October, Giza, Egypt",Full Time,On-site
1443,Senior AI Developer (C#),"Cairo, Egypt",Full Time,Remote
1444,Warehouse Supervisor,"6th of October, Giza, Egypt",Full Time,On-site
1445,Factory General Manager - Frozen Fruits & Vegetables.,"Alsadat City, Monufya, Egypt",Full Time,On-site
1446,Logistics Accountant,"Sheraton, Cairo, Egypt",Full Time,On-site
1447,Senior Accountant,"Heliopolis, Cairo, Egypt",Full Time,On-site
1448,Account Manager,"Nasr City, Cairo, Egypt",Full Time,On-site
1449,Digital marketing specialist,"6th of October, Giza, Egypt",Full Time,On-site
1450,Marketing Supervisor,"6th of October, Giza, Egypt",Full Time,On-site
1451,Sales & Marketing Specialist - Outdoor,"Cairo, Egypt",Full Time,On-site
1452,Senior Mobile Developer,"Jeddah, Saudi Arabia",Full Time,Remote
1453,AI Application Developer (No-Code/Low-Code),"Alibrahimiyyah, Alexandria, Egypt",Internship,On-site
1454,Senior Oracle ERP Developer,"Nasr City, Cairo, Egypt",Full Time,On-site
1455,Payroll & Benefits Supervisor,"Maadi, Cairo, Egypt",Full Time,On-site
1456,"Sales & Export Manager ""Lime Products""","Sheikh Zayed, Giza, Egypt",Full Time,On-site
1457,Accountant,"Maadi, Cairo, Egypt",Full Time,On-site
1458,Supply Chain Director,"Shorouk City, Cairo, Egypt",Full Time,On-site
1459,IT Specialist,"New Nozha, Cairo, Egypt",Full Time,On-site
1460,Senior Systems operations Engineer,"Nasr City, Cairo, Egypt",Full Time,On-site
1461,D365 F&O Developer,"Cairo, Egypt",Full Time,On-site
1462,Human Resources Generalist,"6th of October, Giza, Egypt",Full Time,On-site
1463,Supply Chain Manager,"6th of October, Giza, Egypt",Full Time,On-site
1464,Estimation And Tendering Manager,"Cairo, Egypt",Full Time,On-site
1465,Senior Mechanical Engineer,"Ameria, Alexandria, Egypt",Full Time,On-site
1466,Unity 3 D Developer,"Cairo, Egypt",Freelance / Project,Hybrid
1467,Fulfillment Supervisor,"Cairo, Egypt",Full Time,On-site
1468,Food Area Manager,"Sidi Gaber, Alexandria, Egypt",Full Time,On-site
1469,Freight Forwarding Operations coordinator,"New Cairo, Cairo, Egypt",Full Time,On-site
1470,International Marketing Expert – Freelance (Supervisory Role),"Agouza, Giza, Egypt",Freelance / Project,Remote
1471,General Accountant,"New Nozha, Cairo, Egypt",Full Time,On-site
1472,Social Media Manager,"Tunis, Tunisia",Full Time,Remote
1473,SAP HCM Consultant,"New Cairo, Cairo, Egypt",Full Time,On-site
1474,Office 365 Administrator,"6th of October, Giza, Egypt",Full Time,On-site
1475,Quality Assurance Specialist,"6th of October, Giza, Egypt",Full Time,On-site
1476,ERP Application Support (HRM),"Sheraton, Cairo, Egypt",Full Time,On-site
1477,Administrative Assistant,"Shorouk City, Cairo, Egypt",Full Time,On-site
1478,Procurement Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
1479,Junior Accountant - Odoo User,"Nasr City, Cairo, Egypt",Full Time,On-site
1480,Social Media Specialist,"Nasr City, Cairo, Egypt",Full Time,On-site
1481,Human Resources Manager,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site
1482,Recruitment Manager,"Sheraton, Cairo, Egypt",Full Time,On-site
1483,Junior Digital Marketing Specialist,"Heliopolis, Cairo, Egypt",Full Time,On-site
1484,E- Commerce specialist,"Mohandessin, Giza, Egypt",Full Time,On-site
1485,Digital Analytics & Tracking Supervisor,"Giza, Giza, Egypt",Full Time,Hybrid
1486,Backend Developer - PHP & Laravel,"Bolkly, Alexandria, Egypt",Full Time,Hybrid
1487,Director of Projects Department,"Maadi, Cairo, Egypt",Full Time,On-site
1488,Marketing Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
1489,HR Personnel and Payroll Specialist,"6th of October, Giza, Egypt",Full Time,On-site
1490,Social Media Specialist,"Maadi, Cairo, Egypt",Full Time,Hybrid
1491,Senior Mobile App Developer (Flutter),"New Cairo, Cairo, Egypt",Full Time,On-site
1492,Operation Technical Specialist - Mansoura,"Mansoura, Dakahlia, Egypt",Full Time,On-site
1493,Area Sales Manager,"Assiut, Egypt",Full Time,On-site
1494,Mechanical Tendering Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
1495,Secretary,"New Cairo, Cairo, Egypt",Full Time,On-site
1496,"Sales Specialist with French Language -Sofia, Bulgaria","Sofia, Bulgaria",Full Time,Hybrid
1497,Sales Sr. executive,"Badr City, Cairo, Egypt",Full Time,On-site
1498,Customer Service Advisor (German Speaker),"Giza, Egypt",Full Time,Hybrid
1499,HR Administrator,"Obour City, Cairo, Egypt",Full Time,On-site
